"떠떠떠, 떠 (가나)",,,
똑똑한 사람들의 멍청한 짓,,,
랩걸  Lab Girl,,,
런던 아이 미스터리,,,
레몬이 가득한 책장,,,
로그인하시겠습니까?,,,
로버트 라이시의 1대 99를 넘어,,,
루머의 루머의 루머,,,
류명성 통일빵집,,,
리남행 비행기,,,
마션,,,
마음의 구석,,,
만화 토지 1-7,,,
망나뇽의 눈물(웃음을 선물할게),,,
망원동 에코 하우스,,,
"망월 상, 하",,,
맥도날드 사수 대작전 (위험한 독서),,,
맨박스,,,
맹탐정 고민 상담소,,,
먼지 없는 방,,,
메시,,,
멧돼지가 살던 별,,,
멧돼지의 어깨 두드리기(지상 최대의 내기),,,
며느라기,,,
며느리 사표,,,
명령 (그들이 떨어뜨린 것),,,
삶이 내게 말을 걸어올 때,,,
삼파장 형광등 아래서,,,
생각한다는 것,,,
서른 (비행운),,,
서민의 기생충 열전,,,
서점의 다이아나,,,
서진곤 (피프티피플),,,
서찰을 전하는 아이,,,
서툴다고 말해도 돼,,,
선대인의 대한민국 경제학,,,
선량한 차별주의자,,,
설이,,,
"세 여자 1,2 ",,,
세계를 건너 너에게 갈게,,,
"세상이 멈춘 시간, 11시 2분",,,
"세실, 주희 (2018 제9회 젊은작가상 수상작품집)",,,
셜록 홈즈,,,
"소녀, 설치고 말하고 생각하라",,,
소년 소녀 진화론,,,
"소년 소녀, 과학하라",,,
소년은 침묵하지 않는다 : 히틀러에 맞선 소년 레지스탕스,,,
